"#n iters","initial #n node","rule"
10,14,"step_split_merge"

"#n thread per rank","#n task per node","#n node","","#n object","#n symb. object","total_proba","","execution time","pre-symbolic-iteration","symbolic-iteration","collisions","pre-object-generation","object-generation","communication","","time inbalance","NoO inbalance","NoO symb. inbalance"
1,36,38,,11200583835,52423223760,3.866360e-01,,63.277458,5.047528000000001,15.992126,17.476316,5.564356999999999,4.441108000000001,10.598821,,21.336901,0.12658679988969998,0.14306769620898546
1,36,35,,10572346734,47833139340,3.841160e-01,,62.986095,4.977703999999999,15.943884,17.071483,5.48108,4.561389,10.297562,,21.778433,0.13309026694759576,0.1406460288175571
1,36,32,,9956359611,42961502592,3.808150e-01,,63.75612,5.725723,15.574967,16.401903,5.367925,4.698077,10.611758,,23.150553,0.1306448458124029,0.15422720713917792
1,36,29,,9321888698,38113133652,3.728140e-01,,62.548723,5.2854090000000005,15.174731,15.648221,5.29119,4.86433,9.668483,,24.063935,0.11669430137351748,0.15533598864502798
1,36,26,,8510144491,33796492704,3.701640e-01,,59.669937,5.013739999999999,14.793884,14.259771,5.356629,4.93713,8.669948,,23.498033,0.15194401192565754,0.15044918661158874
1,36,23,,7494806658,30658011552,3.682310e-01,,59.876372,4.776953,15.272685,14.26909,5.524345,4.936045999999999,8.196647,,23.601942,0.18298818129949415,0.14417816419796803
1,36,20,,6455194982,27463991040,3.616700e-01,,59.420447,4.6762820000000005,15.83953,14.50589,5.650231,4.920719,7.9810810000000005,,21.382915,0.17892165278980118,0.11968997486307623
1,36,18,,5774958224,25313490792,3.591790e-01,,54.680662,4.897057,16.215055,14.621355999999999,5.732397000000001,4.785015,8.25136,,12.759376,0.17588561018547202,0.11634478181441445
1,36,16,,5124347105,23093883072,3.495790e-01,,63.035823,4.650188,16.643826,14.874168000000001,5.967755,4.8942120000000005,7.848756,,23.377621,0.17019524588315757,0.10689248266468836
1,36,14,,4459571915,20858904864,3.430630e-01,,54.977201,4.357748,17.170029,14.765448000000001,6.055687,4.7582960000000005,7.603919,,11.590992,0.15734246538791613,0.11391871606975004
1,36,12,,3799306488,18526165344,3.406940e-01,,56.865181,4.499992000000001,17.719302,15.168776,6.192778,4.708977,7.782805999999999,,12.535884,0.15890138700846732,0.10649021258480652
1,36,10,,3136501397,16218006120,3.360870e-01,,58.006231,4.516731,18.532211,15.907445,6.475199,4.644555,7.916712,,11.115643,0.1494955867328424,0.09839233707825591
1,36,8,,2462620813,13909649184,3.241690e-01,,59.935021,4.519746,19.85113,16.171997,6.6190109999999995,4.483917,8.175921,,11.530427,0.13932546991614128,0.09234296403792745
1,36,6,,1819752151,11567085984,3.209880e-01,,64.078218,3.89635,21.76412,17.796584,7.218172,4.421069,7.799776,,11.915741,0.12084277810455475,0.09053354250148415
1,36,4,,1254165846,7812750384,3.071090e-01,,63.048595,3.9795380000000002,22.456157,17.466089,7.385778,4.584373,7.27907,,8.998766,0.10766003120684628,0.0916887542280548
1,36,2,,675626261,3792949128,2.809990e-01,,59.031249,3.7405190000000004,22.026321,15.017012000000001,7.24558,4.920027,4.936581,,8.526245,0.10869156236790269,0.0825548204672366
1,36,1,,394427836,1834710552,2.617090e-01,,57.726445,4.2483629999999994,21.552662,13.368967999999999,7.130019000000001,5.626321,3.25948,,7.870891,0.0703874883705625,0.06930619913927384
