"#n iters","initial #n node","rule"
10,14,"step_split_merge"

"#n thread per rank","#n task per node","#n node","","#n object","#n symb. object","total_proba","","execution time","pre-symbolic-iteration","symbolic-iteration","collisions","pre-object-generation","object-generation","communication","","time inbalance","NoO inbalance","NoO symb. inbalance"
1,36,43,,12309962707,59632184484,3.639260e-01,,69.544493,5.803755000000001,22.066936,13.388583,7.9260079999999995,7.77766,11.029849,,20.864121,0.12985363545293033,0.13518254025269624
1,36,42,,12104569721,58128773472,3.617910e-01,,69.506506,5.8744369999999995,21.700667,13.584369000000002,8.043298,7.800389,11.099035,,21.066032,0.12760854734547264,0.1426918325387233
1,36,41,,11895066519,56626313436,3.592960e-01,,69.537966,5.734452,21.898047,13.234285999999999,7.913844999999999,7.708704,11.433102000000002,,20.685033,0.12460116352850842,0.14881212414830097
1,36,38,,11265187479,52117623504,3.555190e-01,,72.050946,6.040333,22.472597,14.161096999999998,8.411658,8.094674,11.467216,,23.769613,0.12153238749308892,0.13419417403975942
1,36,35,,10640958888,47610826200,3.534560e-01,,69.372004,5.929488999999999,21.472693,13.631346,8.174420000000001,8.342264,10.194709,,22.649819,0.1257366842756406,0.14107233838572553
1,36,32,,10024967687,42773038848,3.514380e-01,,69.19615,6.025478000000001,21.513512,13.122403000000002,8.095283,8.267472,10.551207999999999,,23.115647,0.1168700156616197,0.14944621669681032
1,36,29,,9383758098,37978810524,3.427990e-01,,66.517547,5.889076000000001,19.960814,12.822616,8.034391,8.536261999999999,9.59542,,22.451489,0.1090947506634716,0.1351713996739827
1,36,26,,8560253334,33917813280,3.420760e-01,,63.709399,5.740424000000001,19.77875,11.882809,7.560155,8.552501,8.600476,,22.37035,0.1514699005156096,0.13914160894348668
1,36,23,,7551473373,30780336132,3.403420e-01,,64.898205,5.992762,20.03854,12.534582,7.797337000000001,8.611706000000002,8.493177,,22.08875,0.17185699005772206,0.12219801299298251
1,36,20,,6518020750,27413084160,3.323860e-01,,65.722037,6.050933000000001,20.486191,12.583812,8.387757,8.567618,8.074698,,22.002566,0.16795895318504903,0.11584468089484012
1,36,18,,5837131438,25248909816,3.306230e-01,,58.93475,5.061089999999999,21.127956,9.828703,6.923211,6.327634000000001,8.150029,,12.013112,0.16695790841950187,0.1038973451909507
1,36,16,,5174717099,23016780288,3.202130e-01,,59.675149,5.1719930000000005,21.155316,10.107993,7.124163,6.305291,8.187373,,11.199279,0.15909662110933318,0.1049605863763455
1,36,14,,4508413557,20766816504,3.135580e-01,,59.415672,4.9987900000000005,21.716434,9.981588,7.192227,6.251258,7.772867,,10.619259,0.15222843921924278,0.09850282861030421
1,36,12,,3840992778,18437733216,3.118230e-01,,60.09096,5.103598,21.88495,10.320333,7.401338,6.246772,7.623827,,10.00259,0.14674531060182677,0.09998384270427665
1,36,10,,3169823411,16136400960,3.061100e-01,,62.22281,5.070209,22.90335,11.020746,7.643042,6.108916,7.913321,,10.132017,0.1349664848598095,0.09175725892721781
1,36,8,,2490989957,13807673856,2.958730e-01,,65.085729,5.157111,24.832152,11.550263000000001,7.748688,6.021385,8.188131,,10.846958,0.12354356608257844,0.08595916353768164
1,36,6,,1839218154,11520332352,2.923200e-01,,68.282776,5.146271,26.539482,12.514657000000001,8.442024,6.128149,7.972123,,9.723193,0.12041370949429991,0.07560839533655578
1,36,4,,1263874565,7782236640,2.789520e-01,,70.220413,5.213758,28.122237,12.745464,8.746053999999999,6.601306999999999,7.304002,,9.534305,0.09742990711555154,0.08731357782103823
1,36,2,,679764241,3776685336,2.551780e-01,,65.111334,5.384842,27.006618,12.022873,8.024765,6.926404,4.751524,,7.978884,0.10312653108560088,0.08030014280658636
1,36,1,,396434102,1826377128,2.339050e-01,,64.117452,6.022745,26.133839,11.990925,7.797243,7.409148999999999,3.280639,,7.018998,0.0759180921964038,0.0667333500783825
